loan_id, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, loan_status
1043, Not Graduate, Yes,3300000,10800000,2,550,6000000, Approved
1044, Graduate, No,5800000,13300000,4,878,8400000, Approved
1045, Graduate, Yes,2400000,4800000,12,895,6800000, Approved
1046, Not Graduate, No,7600000,29700000,6,603,3200000, Approved
1047, Not Graduate, Yes,2500000,6900000,12,325,5800000, Rejected
1048, Graduate, No,3300000,11800000,4,393,5700000, Approved
1049, Graduate, No,9800000,30300000,2,612,10700000, Approved
1050, Graduate, Yes,1000000,3800000,8,553,2500000, Approved
1051, Not Graduate, Yes,2500000,8800000,14,389,7300000, Rejected
1052, Graduate, No,1900000,6800000,4,782,100000, Approved
1053, Graduate, No,3100000,8500000,12,493,8700000, Rejected
1054, Graduate, Yes,6000000,11900000,2,629,2500000, Approved
1055, Not Graduate, No,6500000,21600000,10,419,1600000, Rejected
1056, Not Graduate, Yes,5900000,15800000,2,444,14300000, Rejected
1057, Not Graduate, Yes,6500000,15800000,16,301,9200000, Rejected
1058, Graduate, Yes,3800000,11200000,20,479,1100000, Rejected
1059, Not Graduate, Yes,3000000,11400000,10,424,1800000, Rejected
1060, Graduate, No,4300000,16900000,18,469,200000, Rejected
1061, Not Graduate, Yes,3500000,8300000,2,897,7900000, Approved
1062, Not Graduate, No,300000,500000,2,477,700000, Rejected
1063, Not Graduate, Yes,600000,1400000,16,509,600000, Rejected
1064, Graduate, Yes,800000,1700000,4,752,2300000, Approved
1065, Not Graduate, Yes,5600000,19100000,14,875,16700000, Approved
1066, Not Graduate, Yes,1800000,3600000,4,343,3400000, Rejected
1067, Graduate, No,6800000,20800000,20,819,16500000, Approved
1068, Graduate, Yes,4200000,16800000,2,433,3300000, Approved
1069, Not Graduate, Yes,200000,400000,6,768,300000, Approved
1070, Graduate, Yes,8500000,31800000,6,714,17000000, Approved
1071, Not Graduate, Yes,2800000,10100000,16,531,2900000, Rejected
1072, Graduate, Yes,3600000,8600000,6,529,3500000, Rejected
1073, Not Graduate, No,6200000,19500000,20,448,3300000, Rejected
1074, Graduate, No,2700000,10000000,2,584,6500000, Approved
1075, Graduate, No,6800000,22900000,4,501,3900000, Approved
1076, Not Graduate, No,6300000,24500000,18,848,10200000, Approved
1077, Not Graduate, No,8800000,19100000,6,586,17600000, Approved
1078, Graduate, No,5900000,13000000,2,386,16300000, Rejected
1079, Not Graduate, Yes,9800000,37900000,18,301,6700000, Rejected
1080, Graduate, No,3300000,8300000,6,653,4700000, Approved
1081, Graduate, Yes,300000,500000,14,448,700000, Rejected
1082, Not Graduate, Yes,4800000,11600000,16,696,1400000, Approved
1083, Graduate, No,7500000,28300000,16,707,9700000, Approved
1084, Not Graduate, No,8600000,21700000,4,429,5500000, Rejected
1085, Not Graduate, No,8900000,21100000,6,631,4200000, Approved
1086, Not Graduate, Yes,9600000,29600000,4,446,22900000, Approved
1087, Graduate, Yes,7700000,18100000,18,705,6100000, Approved
1088, Not Graduate, Yes,7000000,15200000,2,709,10300000, Approved
1089, Not Graduate, Yes,7800000,19500000,14,739,1900000, Approved
1090, Graduate, No,5100000,11000000,6,336,-100000, Rejected
1091, Graduate, No,9400000,32600000,4,898,18200000, Approved
1092, Not Graduate, Yes,600000,2100000,6,558,1300000, Approved
1093, Graduate, No,5100000,13300000,4,589,11200000, Approved
1094, Graduate, Yes,3800000,14400000,2,301,2300000, Rejected
1095, Not Graduate, Yes,5300000,21200000,14,516,2200000, Rejected
1096, Not Graduate, No,1100000,3600000,12,315,1300000, Rejected
1097, Not Graduate, No,6400000,14400000,10,546,10600000, Rejected
1098, Not Graduate, Yes,5100000,14500000,14,559,11000000, Approved
1099, Graduate, Yes,5300000,16900000,2,350,15800000, Approved
1100, Graduate, No,6700000,18700000,8,583,9300000, Approved
1101, Not Graduate, No,4000000,9400000,8,874,4400000, Approved
1102, Not Graduate, Yes,3900000,11600000,8,808,5800000, Approved
1103, Graduate, Yes,1600000,4900000,16,487,4300000, Rejected
1104, Graduate, No,2700000,7800000,14,870,5400000, Approved
1105, Graduate, No,1400000,3800000,8,840,1700000, Approved
1106, Not Graduate, Yes,8000000,19200000,18,682,2500000, Approved
1107, Graduate, Yes,8200000,28900000,10,668,23800000, Approved
1108, Graduate, Yes,4800000,10300000,8,781,4800000, Approved
1109, Graduate, No,8100000,19000000,6,375,4100000, Rejected
1110, Not Graduate, No,5900000,14900000,14,857,2600000, Approved
1111, Graduate, Yes,8100000,32100000,6,823,18200000, Approved
1112, Graduate, No,1400000,5000000,8,686,1800000, Approved
1113, Graduate, No,1600000,6300000,2,721,3000000, Approved
1114, Graduate, No,4600000,9400000,18,545,800000, Rejected
1115, Not Graduate, No,2900000,8900000,6,523,900000, Rejected
1116, Graduate, Yes,8600000,24900000,20,607,13600000, Approved
1117, Not Graduate, No,3800000,14900000,20,428,6500000, Rejected
1118, Not Graduate, No,8200000,20300000,4,666,13100000, Approved
1119, Graduate, No,3200000,10100000,20,704,3400000, Approved
1120, Not Graduate, Yes,8100000,23800000,10,794,5400000, Approved
1121, Graduate, Yes,9800000,23300000,12,430,3200000, Rejected
1122, Not Graduate, No,200000,500000,20,615,500000, Approved
1123, Not Graduate, No,6600000,14100000,20,360,6800000, Rejected
1124, Not Graduate, No,9100000,18300000,14,458,6100000, Rejected
1125, Not Graduate, No,5500000,20400000,12,887,8800000, Approved
1126, Not Graduate, No,7200000,27400000,8,735,14100000, Approved
1127, Not Graduate, No,2400000,5600000,16,379,3700000, Rejected
1128, Graduate, No,9600000,25500000,20,544,4000000, Rejected
1129, Graduate, Yes,5800000,16700000,12,721,1100000, Approved
1130, Not Graduate, No,2300000,6000000,8,676,6000000, Approved
1131, Not Graduate, No,300000,1200000,4,342,800000, Approved
1132, Not Graduate, No,9900000,27000000,16,566,3500000, Approved
1133, Not Graduate, No,3500000,14000000,2,355,8700000, Approved
1134, Graduate, No,4800000,18500000,20,605,5700000, Approved
1135, Not Graduate, No,1600000,5200000,16,525,300000, Rejected
1136, Graduate, Yes,800000,2500000,12,403,500000, Rejected
1137, Graduate, Yes,9000000,33500000,18,727,18800000, Approved
1138, Graduate, No,8300000,28900000,12,529,18300000, Rejected
1139, Graduate, No,2800000,6100000,18,415,2200000, Rejected
1140, Graduate, Yes,6400000,17300000,10,879,10000000, Approved
1141, Not Graduate, Yes,6000000,12600000,16,649,4800000, Approved
1142, Graduate, No,2900000,9800000,16,395,5400000, Rejected
1143, Graduate, No,6500000,24100000,20,488,3300000, Rejected
1144, Graduate, Yes,200000,400000,8,569,200000, Approved
1145, Not Graduate, No,8400000,24600000,14,817,1800000, Approved
1146, Graduate, Yes,6100000,17800000,20,706,16000000, Approved
1147, Graduate, Yes,8000000,31200000,8,553,6800000, Approved
1148, Not Graduate, Yes,900000,1800000,14,464,2300000, Rejected
1149, Graduate, No,7300000,20000000,6,729,13100000, Approved
1150, Not Graduate, Yes,3700000,7400000,12,363,4800000, Rejected
1151, Graduate, No,5200000,17200000,12,565,3500000, Approved
1152, Graduate, No,7200000,21000000,14,421,3500000, Rejected
1153, Not Graduate, Yes,9400000,34200000,10,512,13100000, Rejected
1154, Not Graduate, Yes,3400000,12400000,2,730,2500000, Approved
1155, Graduate, No,600000,2300000,8,627,1800000, Approved
1156, Not Graduate, Yes,3300000,10000000,16,434,3000000, Rejected
1157, Graduate, Yes,5900000,14300000,2,410,11900000, Rejected
1158, Not Graduate, No,1300000,3600000,16,624,2400000, Approved
1159, Graduate, Yes,5700000,16900000,4,656,13000000, Approved
1160, Not Graduate, No,7700000,27300000,16,758,7300000, Approved
1161, Not Graduate, Yes,7000000,23500000,18,336,15000000, Rejected
1162, Graduate, No,8100000,21900000,18,378,5200000, Rejected
1163, Graduate, Yes,1900000,4200000,4,620,4700000, Approved
1164, Graduate, No,4500000,9100000,18,593,-100000, Approved
1165, Not Graduate, Yes,9600000,34000000,12,710,23800000, Approved
1166, Not Graduate, Yes,5400000,20700000,8,753,1900000, Approved
1167, Not Graduate, Yes,7800000,27200000,16,454,16100000, Rejected
1168, Graduate, Yes,8200000,19100000,8,619,17200000, Approved
1169, Graduate, No,8900000,28500000,6,367,22200000, Rejected
1170, Graduate, No,1400000,3100000,20,384,200000, Rejected
1171, Graduate, No,1700000,5900000,16,610,3100000, Approved
1172, Graduate, No,5300000,19500000,12,802,9800000, Approved
1173, Graduate, No,6500000,25200000,10,858,15400000, Approved
1174, Graduate, No,5900000,14000000,8,599,4700000, Approved
1175, Graduate, Yes,9800000,27000000,2,395,18700000, Rejected
1176, Graduate, Yes,7700000,16200000,6,380,11500000, Rejected
1177, Graduate, No,7900000,27100000,10,803,20000000, Approved
1178, Graduate, No,3500000,8900000,20,809,7100000, Approved
1179, Not Graduate, No,2400000,6600000,2,722,6100000, Approved
1180, Graduate, No,9900000,35700000,10,392,7900000, Rejected
1181, Graduate, No,3900000,14500000,8,545,5900000, Rejected
1182, Not Graduate, Yes,7300000,28500000,10,799,21500000, Approved
1183, Graduate, Yes,6400000,21900000,12,727,15400000, Approved
1184, Graduate, No,7100000,19800000,18,530,7100000, Rejected
1185, Not Graduate, No,8800000,19000000,14,637,13700000, Approved
1186, Graduate, No,7400000,21000000,4,561,21300000, Approved
1187, Not Graduate, No,4400000,12000000,20,421,9300000, Rejected
1188, Graduate, Yes,8600000,30300000,14,459,12000000, Rejected
1189, Not Graduate, No,6900000,26000000,14,828,14800000, Approved
1190, Graduate, No,9600000,27500000,20,679,23400000, Approved
1191, Graduate, Yes,8100000,25700000,8,455,22300000, Rejected
1192, Not Graduate, No,2600000,9400000,18,879,2800000, Approved
1193, Graduate, Yes,9300000,26100000,14,636,4700000, Approved
1194, Not Graduate, Yes,2100000,5600000,16,426,400000, Rejected
1195, Not Graduate, Yes,9000000,21500000,14,508,16600000, Rejected
1196, Not Graduate, Yes,7000000,19200000,4,768,8600000, Approved
1197, Not Graduate, No,2200000,6400000,20,667,6300000, Approved
1198, Graduate, Yes,7500000,28200000,2,440,8200000, Approved
1199, Graduate, Yes,8300000,16800000,2,366,22000000, Rejected
1200, Not Graduate, No,300000,600000,2,383,600000, Rejected
1201, Not Graduate, Yes,300000,800000,4,603,800000, Approved
1202, Graduate, No,3900000,14900000,4,728,4700000, Approved
1203, Not Graduate, No,6600000,20300000,6,549,10800000, Rejected
1204, Graduate, No,4100000,10700000,8,855,11500000, Approved
1205, Graduate, Yes,1800000,5300000,12,461,2800000, Rejected
1206, Not Graduate, Yes,7000000,16100000,16,379,2000000, Rejected
1207, Not Graduate, Yes,5100000,13700000,6,559,7800000, Approved
1208, Not Graduate, Yes,300000,600000,8,816,600000, Approved
1209, Not Graduate, Yes,4300000,11400000,2,560,10000000, Approved
1210, Graduate, Yes,3200000,12000000,14,645,5200000, Approved
1211, Not Graduate, Yes,4200000,11500000,6,551,10600000, Approved
1212, Not Graduate, Yes,9600000,22900000,8,515,4300000, Rejected
1213, Graduate, No,1300000,3600000,10,657,3200000, Approved
1214, Not Graduate, No,2400000,9300000,2,682,3100000, Approved
1215, Graduate, No,600000,1600000,10,588,1600000, Approved
1216, Graduate, Yes,9600000,38000000,10,359,2100000, Rejected
1217, Graduate, No,400000,1200000,4,766,900000, Approved
1218, Graduate, No,5900000,19900000,14,469,14200000, Rejected
1219, Graduate, Yes,700000,1400000,10,618,1300000, Approved
1220, Not Graduate, Yes,8600000,17700000,20,711,22000000, Approved
1221, Graduate, Yes,9000000,34000000,4,549,2000000, Approved
1222, Graduate, Yes,5100000,20400000,6,754,1700000, Approved
1223, Not Graduate, Yes,500000,1500000,6,461,1300000, Rejected
1224, Graduate, No,1600000,3800000,10,837,3800000, Approved
1225, Graduate, Yes,9800000,23900000,14,459,1000000, Rejected
1226, Graduate, No,7800000,29700000,20,614,22000000, Approved
1227, Not Graduate, No,6500000,24000000,16,373,5600000, Rejected
1228, Graduate, Yes,7500000,26500000,12,512,16500000, Rejected
1229, Graduate, Yes,8900000,23400000,18,781,16500000, Approved
1230, Graduate, Yes,1800000,5800000,14,305,600000, Rejected
1231, Not Graduate, Yes,7600000,27800000,6,447,1300000, Rejected
1232, Graduate, Yes,1200000,4600000,6,757,1900000, Approved
1233, Graduate, Yes,2700000,10400000,2,723,2800000, Approved
1234, Not Graduate, Yes,4600000,10900000,12,463,1200000, Rejected
1235, Not Graduate, No,6900000,18700000,10,699,12800000, Approved
1236, Graduate, Yes,8400000,25200000,2,308,8100000, Approved
1237, Graduate, No,300000,500000,18,702,300000, Approved
1238, Not Graduate, Yes,9500000,37500000,4,456,10200000, Approved
1239, Graduate, Yes,1900000,5900000,8,651,700000, Approved
1240, Not Graduate, No,4200000,14500000,20,840,4500000, Approved
1241, Graduate, Yes,2200000,7900000,18,848,5100000, Approved
1242, Graduate, Yes,7100000,19700000,4,727,7700000, Approved
1243, Graduate, No,3500000,11600000,10,335,6300000, Rejected
1244, Not Graduate, No,400000,800000,18,304,900000, Rejected
1245, Graduate, Yes,8800000,34400000,2,712,10500000, Approved
1246, Not Graduate, No,1800000,6600000,10,737,5000000, Approved
1247, Graduate, Yes,7600000,29300000,14,690,13900000, Approved
1248, Graduate, Yes,1000000,3200000,4,888,2000000, Approved
1249, Not Graduate, Yes,8200000,27200000,10,839,9200000, Approved
1250, Not Graduate, Yes,3600000,12400000,8,333,8800000, Rejected
1251, Graduate, No,9400000,23700000,18,862,21500000, Approved
1252, Not Graduate, No,2600000,9100000,4,309,6400000, Approved
1253, Not Graduate, No,9500000,30700000,10,823,16300000, Approved
1254, Graduate, Yes,3500000,11700000,14,649,2700000, Approved
1255, Not Graduate, Yes,9800000,35700000,10,726,9400000, Approved
1256, Graduate, No,800000,3100000,18,712,400000, Approved
1257, Not Graduate, No,9700000,37300000,20,701,12100000, Approved
1258, Graduate, No,6200000,21300000,12,655,6500000, Approved
1259, Not Graduate, Yes,4400000,16600000,18,385,800000, Rejected
1260, Graduate, No,1800000,3800000,4,777,5100000, Approved
1261, Graduate, No,1700000,5300000,14,696,300000, Approved
1262, Graduate, No,3900000,14100000,16,496,2500000, Rejected
1263, Graduate, Yes,2200000,7900000,6,659,3400000, Approved
1264, Not Graduate, Yes,6300000,17700000,2,542,16800000, Rejected
1265, Not Graduate, No,2200000,8700000,18,729,3900000, Approved
1266, Graduate, No,8100000,28400000,6,744,20300000, Approved
1267, Not Graduate, No,6800000,17000000,2,749,18000000, Approved
1268, Graduate, No,4700000,14800000,20,755,12300000, Approved
1269, Graduate, Yes,2200000,5300000,2,506,1600000, Rejected
1270, Graduate, Yes,3500000,13000000,6,391,6100000, Rejected
1271, Not Graduate, Yes,3500000,11600000,10,898,3100000, Approved
1272, Not Graduate, No,500000,1500000,12,527,100000, Rejected
1273, Not Graduate, No,9900000,35800000,20,470,9500000, Rejected
1274, Graduate, No,8400000,25000000,12,694,5300000, Approved
1275, Graduate, No,5000000,18800000,14,325,13100000, Rejected
1276, Not Graduate, Yes,5500000,13400000,10,880,300000, Approved
1277, Graduate, Yes,3000000,11900000,14,459,6000000, Rejected
1278, Not Graduate, Yes,9400000,21400000,10,323,5100000, Rejected
1279, Graduate, No,7600000,29000000,8,739,22100000, Approved
1280, Not Graduate, Yes,5500000,16300000,10,724,11900000, Approved
1281, Graduate, No,3100000,7400000,18,487,8400000, Rejected
1282, Graduate, No,7700000,27700000,4,439,13900000, Approved
1283, Graduate, No,9800000,25400000,2,655,19900000, Approved
1284, Not Graduate, No,3200000,9200000,14,443,3300000, Rejected
1285, Graduate, No,700000,2600000,20,489,100000, Rejected
1286, Not Graduate, Yes,3100000,8600000,14,427,3100000, Rejected
1287, Graduate, Yes,4500000,10500000,20,417,9800000, Rejected
1288, Not Graduate, Yes,8900000,24800000,18,842,16200000, Approved
1289, Not Graduate, No,5900000,23200000,2,307,15500000, Approved
1290, Not Graduate, No,1500000,4500000,18,428,4500000, Rejected
1291, Not Graduate, Yes,6300000,15200000,16,415,15500000, Rejected
1292, Not Graduate, Yes,6500000,18200000,20,405,10400000, Rejected
1293, Graduate, No,8000000,31500000,18,683,10300000, Approved
1294, Graduate, Yes,3300000,10600000,14,742,300000, Approved
1295, Not Graduate, No,3900000,10000000,10,530,10900000, Rejected
1296, Graduate, No,1600000,3500000,10,844,4500000, Approved
1297, Not Graduate, Yes,3900000,13900000,18,715,5000000, Approved
1298, Graduate, Yes,8000000,26300000,12,476,21700000, Rejected
1299, Graduate, No,2200000,4800000,6,721,1800000, Approved
1300, Not Graduate, No,7600000,30300000,12,339,20400000, Rejected
1301, Not Graduate, Yes,2700000,6800000,6,461,4500000, Rejected
1302, Graduate, Yes,6300000,23200000,12,556,7000000, Approved
1303, Not Graduate, No,7700000,18700000,8,483,15100000, Rejected
1304, Graduate, No,4500000,17200000,18,406,4100000, Rejected
1305, Graduate, Yes,9400000,24800000,14,513,24200000, Rejected
1306, Not Graduate, No,4600000,12600000,16,574,3400000, Approved
1307, Graduate, Yes,5200000,15700000,6,692,3800000, Approved
1308, Graduate, Yes,8000000,29800000,18,867,17700000, Approved
1309, Not Graduate, Yes,9900000,38500000,2,875,19600000, Approved
1310, Graduate, Yes,8500000,18600000,10,597,16600000, Approved
1311, Graduate, Yes,4900000,12000000,20,513,14200000, Rejected
1312, Graduate, Yes,7000000,24200000,2,354,18200000, Approved
1313, Not Graduate, No,9600000,25900000,18,647,11800000, Approved
1314, Graduate, No,9700000,23700000,6,875,11500000, Approved
1315, Graduate, No,6200000,14300000,20,819,7500000, Approved
1316, Not Graduate, Yes,4100000,9600000,10,521,11900000, Rejected
1317, Graduate, Yes,6100000,19900000,20,761,4500000, Approved
1318, Graduate, No,700000,1900000,18,572,1400000, Approved
1319, Graduate, No,6400000,24100000,12,571,19000000, Approved
1320, Graduate, Yes,3800000,7800000,20,891,4600000, Approved
1321, Not Graduate, No,4900000,14800000,12,895,8600000, Approved
1322, Graduate, No,2100000,6600000,20,580,3800000, Approved
1323, Graduate, No,6200000,23400000,8,605,10000000, Approved
1324, Not Graduate, No,1600000,5100000,8,705,2400000, Approved
1325, Not Graduate, Yes,1300000,5000000,20,423,900000, Rejected
1326, Not Graduate, Yes,7300000,22500000,2,846,9800000, Approved
1327, Not Graduate, No,2100000,5000000,4,542,700000, Rejected
1328, Not Graduate, No,600000,2400000,18,631,600000, Approved
1329, Graduate, No,7000000,24500000,18,318,4300000, Rejected
1330, Not Graduate, Yes,3000000,6800000,10,541,5800000, Rejected
1331, Graduate, No,900000,2900000,20,782,0, Approved
1332, Graduate, No,9600000,35000000,2,888,12600000, Approved
1333, Graduate, No,1500000,3600000,14,747,200000, Approved
1334, Graduate, Yes,5000000,18900000,6,641,4300000, Approved
1335, Graduate, Yes,500000,1700000,4,640,400000, Approved
1336, Not Graduate, No,7600000,28100000,12,324,12500000, Rejected
1337, Graduate, No,5500000,21200000,20,359,4200000, Rejected
1338, Not Graduate, Yes,6600000,23300000,12,338,2400000, Rejected
1339, Graduate, No,1400000,3200000,14,384,3100000, Rejected
1340, Not Graduate, Yes,8800000,26600000,16,545,19100000, Rejected
1341, Not Graduate, No,6200000,24200000,18,610,10200000, Approved
1342, Graduate, Yes,8300000,27900000,18,840,12600000, Approved
1343, Not Graduate, No,2400000,8100000,6,630,5100000, Approved
1344, Graduate, No,9100000,31200000,4,508,12800000, Approved
1345, Not Graduate, Yes,9500000,34900000,4,535,800000, Approved
1346, Graduate, No,1200000,3400000,20,717,3100000, Approved
1347, Graduate, Yes,7700000,19300000,8,735,1200000, Approved
1348, Graduate, Yes,7800000,22000000,20,528,5800000, Rejected
1349, Graduate, Yes,9400000,20000000,4,350,3300000, Rejected
1350, Not Graduate, No,1700000,5700000,12,422,3400000, Rejected
1351, Graduate, No,4000000,13700000,6,496,-100000, Rejected
1352, Not Graduate, No,4200000,15500000,18,794,7300000, Approved
1353, Graduate, No,2400000,7700000,6,719,6000000, Approved
1354, Not Graduate, Yes,2700000,6100000,14,630,3900000, Approved
1355, Not Graduate, Yes,600000,1800000,4,843,1400000, Approved
1356, Graduate, No,4600000,15600000,2,764,7700000, Approved
1357, Graduate, No,7200000,17700000,4,662,13100000, Approved
1358, Not Graduate, No,4700000,15500000,16,311,12800000, Rejected
1359, Not Graduate, No,4300000,10100000,2,606,9900000, Approved
1360, Graduate, No,4700000,10200000,16,874,10800000, Approved
1361, Not Graduate, Yes,8700000,30000000,4,370,17600000, Approved
1362, Graduate, No,7000000,20500000,10,414,19700000, Rejected
1363, Not Graduate, No,600000,1100000,10,800,1200000, Approved
1364, Not Graduate, No,6800000,16900000,12,779,13800000, Approved
1365, Not Graduate, No,6400000,14100000,20,553,11700000, Approved
1366, Not Graduate, No,7600000,29900000,18,445,4800000, Rejected
1367, Not Graduate, No,9000000,21400000,8,496,16400000, Rejected
1368, Graduate, Yes,2400000,5900000,10,650,5100000, Approved
1369, Not Graduate, No,6800000,17900000,6,783,20000000, Approved
1370, Graduate, Yes,3500000,13500000,10,535,3100000, Rejected
1371, Graduate, Yes,8900000,34000000,20,415,13500000, Rejected
1372, Not Graduate, No,6000000,15300000,8,709,8900000, Approved
1373, Not Graduate, No,700000,2500000,14,819,1600000, Approved
1374, Not Graduate, Yes,6800000,17300000,18,841,10500000, Approved
1375, Not Graduate, Yes,5300000,10700000,12,700,15800000, Approved
1376, Graduate, Yes,1400000,4200000,4,881,2800000, Approved
1377, Graduate, Yes,1400000,4600000,4,804,1900000, Approved
1378, Not Graduate, No,9200000,21700000,6,653,22700000, Approved
1379, Graduate, Yes,7900000,29200000,2,663,19600000, Approved
1380, Not Graduate, No,4500000,17500000,10,495,10300000, Rejected
1381, Not Graduate, No,3800000,9800000,8,335,100000, Rejected
1382, Graduate, Yes,1500000,4900000,6,618,3400000, Approved
1383, Not Graduate, No,1200000,2400000,12,480,3000000, Rejected
1384, Not Graduate, No,1700000,4900000,18,843,4800000, Approved
1385, Graduate, No,5200000,14100000,16,483,11800000, Rejected
1386, Not Graduate, No,1600000,5100000,12,548,2200000, Rejected
1387, Graduate, Yes,6600000,16000000,16,379,6500000, Rejected
1388, Not Graduate, Yes,9400000,26600000,20,771,10200000, Approved
1389, Graduate, Yes,300000,500000,2,353,600000, Rejected
1390, Not Graduate, No,4600000,11500000,16,668,6500000, Approved
1391, Not Graduate, Yes,6100000,21300000,2,387,7100000, Approved
1392, Not Graduate, Yes,1500000,4100000,12,789,3600000, Approved
1393, Graduate, Yes,400000,900000,2,855,-100000, Approved
1394, Not Graduate, No,8700000,33600000,14,751,7100000, Approved
1395, Not Graduate, No,7000000,21600000,12,739,1600000, Approved
1396, Graduate, No,4700000,13100000,14,492,1000000, Rejected
1397, Not Graduate, Yes,7600000,23800000,16,896,3700000, Approved
1398, Not Graduate, Yes,9200000,24500000,4,545,25700000, Rejected
1399, Not Graduate, No,9400000,36800000,20,891,13900000, Approved
1400, Graduate, No,4800000,15100000,6,848,1300000, Approved
1401, Not Graduate, Yes,600000,2400000,12,884,600000, Approved
1402, Graduate, Yes,4900000,14300000,14,439,10300000, Rejected
1403, Graduate, Yes,3300000,8500000,12,586,7500000, Approved
1404, Graduate, Yes,9100000,18800000,20,308,14500000, Rejected
1405, Graduate, No,6100000,23500000,16,300,300000, Rejected
1406, Graduate, Yes,8400000,19600000,2,741,21500000, Approved
1407, Graduate, No,7900000,31400000,8,698,16500000, Approved
1408, Not Graduate, Yes,6100000,22300000,10,733,12100000, Approved
1409, Not Graduate, Yes,2000000,4200000,16,571,1700000, Approved
1410, Graduate, Yes,9900000,29900000,20,490,10500000, Rejected
1411, Not Graduate, No,9500000,25400000,16,451,19000000, Rejected
1412, Graduate, Yes,1900000,6800000,6,559,3600000, Approved
1413, Graduate, Yes,6900000,21400000,10,577,12500000, Approved
1414, Not Graduate, Yes,1500000,5000000,4,613,4400000, Approved
1415, Not Graduate, No,1900000,3800000,20,785,1000000, Approved
1416, Graduate, Yes,2300000,6000000,8,690,5500000, Approved
1417, Not Graduate, No,7800000,17100000,14,351,19000000, Rejected
1418, Not Graduate, No,400000,1000000,10,447,0, Rejected
1419, Graduate, Yes,9400000,19200000,20,708,21200000, Approved
1420, Graduate, No,9100000,21700000,12,549,25500000, Rejected
1421, Graduate, Yes,9000000,18800000,8,797,4100000, Approved
1422, Not Graduate, No,7100000,14300000,14,537,13700000, Rejected
1423, Graduate, No,800000,2500000,12,828,1700000, Approved
1424, Graduate, Yes,4500000,9600000,14,471,3200000, Rejected
1425, Graduate, No,8500000,25400000,4,336,8500000, Rejected
1426, Not Graduate, Yes,2500000,9800000,16,424,4700000, Rejected
1427, Graduate, No,1500000,3300000,18,440,800000, Rejected
1428, Not Graduate, No,6200000,17300000,8,583,3700000, Approved
1429, Not Graduate, Yes,1300000,2900000,6,480,2900000, Rejected
1430, Not Graduate, No,6600000,25800000,10,670,4600000, Approved
1431, Graduate, Yes,5300000,13700000,6,329,8800000, Rejected
1432, Not Graduate, No,1400000,3000000,6,754,3500000, Approved
1433, Not Graduate, Yes,2900000,7800000,18,588,400000, Approved
1434, Not Graduate, No,6500000,16500000,4,551,5300000, Approved
1435, Graduate, No,8300000,18900000,4,316,20200000, Rejected
1436, Not Graduate, Yes,8900000,32200000,12,382,0, Rejected
1437, Graduate, No,5300000,15000000,6,717,7000000, Approved
1438, Graduate, No,2800000,7300000,6,676,3500000, Approved
1439, Not Graduate, No,8000000,27800000,6,667,6000000, Approved
1440, Not Graduate, No,3900000,10500000,20,821,1600000, Approved
1441, Graduate, No,6200000,20100000,20,345,9300000, Rejected
1442, Not Graduate, Yes,5900000,19200000,10,442,9500000, Rejected
1443, Graduate, Yes,6000000,23300000,12,672,2000000, Approved
1444, Not Graduate, Yes,9100000,29300000,2,508,19000000, Approved
1445, Graduate, Yes,3400000,12300000,10,615,7000000, Approved
1446, Graduate, Yes,1800000,4400000,8,689,3200000, Approved
1447, Graduate, No,300000,1200000,18,747,100000, Rejected
1448, Graduate, Yes,9000000,22800000,10,412,0, Rejected
1449, Graduate, No,6400000,16900000,2,703,6300000, Approved
1450, Not Graduate, No,5800000,22200000,16,884,1200000, Approved
1451, Graduate, Yes,2600000,8600000,18,651,1000000, Approved
1452, Not Graduate, No,6600000,17300000,14,793,16700000, Approved
1453, Not Graduate, No,6100000,21800000,4,407,9800000, Approved
1454, Not Graduate, No,4100000,11100000,8,390,800000, Rejected
1455, Not Graduate, Yes,300000,1000000,12,469,600000, Rejected
1456, Graduate, No,4700000,10400000,6,373,6800000, Rejected
1457, Graduate, Yes,1500000,5800000,2,304,2400000, Approved
1458, Not Graduate, No,2700000,8300000,8,833,4600000, Approved
1459, Graduate, No,6900000,20900000,2,302,18700000, Approved
1460, Graduate, No,7600000,28700000,6,397,11000000, Rejected
1461, Graduate, No,4100000,10000000,6,891,4900000, Approved
1462, Not Graduate, No,4100000,12200000,2,457,700000, Rejected
1463, Not Graduate, No,1600000,3200000,16,657,200000, Approved
1464, Not Graduate, Yes,400000,1400000,2,480,200000, Approved
1465, Graduate, Yes,4400000,17300000,20,840,3600000, Approved
1466, Not Graduate, Yes,3800000,8000000,12,866,6000000, Approved
1467, Not Graduate, No,4300000,17000000,8,619,4100000, Approved
1468, Graduate, Yes,9000000,33500000,2,748,7900000, Approved
1469, Not Graduate, Yes,9500000,25500000,12,881,27000000, Approved
1470, Graduate, Yes,6900000,13900000,8,829,14300000, Approved
1471, Not Graduate, No,4300000,11100000,6,312,4800000, Rejected
1472, Not Graduate, No,6600000,21400000,10,467,15200000, Rejected
1473, Graduate, Yes,5200000,14300000,18,650,5400000, Approved
1474, Graduate, Yes,400000,1100000,6,711,100000, Approved
1475, Not Graduate, No,1300000,4100000,18,886,2800000, Approved
1476, Not Graduate, No,9700000,28400000,4,494,5300000, Rejected
1477, Graduate, Yes,5400000,10900000,14,741,1300000, Approved
